f1-score,recall,precision,kappa,last_f1-score,last_recall,last_precision,last_kappa,f1-score_pred_0_with_drift,f1-score_pred_0_without_drift,recall_pred_0_with_drift,recall_pred_0_without_drift,precision_pred_0_with_drift,precision_pred_0_without_drift,kappa_pred_0_with_drift,kappa_pred_0_without_drift
0.805,0.805,0.805,0.5517241379310345,0.74,0.74,0.74,0.0771960958296361,0.8067867722256936,0.7621385480932836,0.8080877230397693,0.757481345158439,0.8056242357211817,0.7648918791941234,0.4852005798849857,0.396980750005324
0.75,0.75,0.75,0.3935718617343845,0.74,0.74,0.74,0.0771960958296361,0.8248895783623457,0.7635592934489651,0.8261078907513493,0.7514862029810312,0.8019352820774686,0.7655844785001087,0.4810301926118535,0.3469003041709587
0.66,0.66,0.66,0.1981132075471698,0.74,0.74,0.74,0.0771960958296361,0.7901808099259215,0.7498244670144085,0.7900106238940034,0.7425292511705772,0.7606869744091522,0.7468915550590965,0.4190902922680203,0.3583290629209955
0.595,0.595,0.595,0.0186576205476132,0.74,0.74,0.74,0.0771960958296361,0.6328039806516873,0.7014597622944319,0.6317082618549069,0.7068342601331101,0.6045749990667095,0.6974105310860431,0.03372137439685754,0.14695860071161013
0.49,0.49,0.49,0.027181688125894,0.74,0.74,0.74,0.0771960958296361,0.6041593358402255,0.6576689914619149,0.6009101682793511,0.6765212289160049,0.5826729059144421,0.6604218570582396,0.05471067944161907,0.16971237108192236
0.52,0.52,0.52,0.0305967888518631,0.74,0.74,0.74,0.0771960958296361,0.6199467428549591,0.6778199787203096,0.6173510163099032,0.6915468168370084,0.6068009915587784,0.6782669430372471,0.10865593661869845,0.13900933241419597
0.57,0.57,0.57,0.0372775103548641,0.74,0.74,0.74,0.0771960958296361,0.6867006901460896,0.6723556797426221,0.6847790077483609,0.6900953175952352,0.6931647266469955,0.6704954216175917,0.0209280058501337,0.1500048399765407
0.59,0.59,0.59,0.040374488004681,0.74,0.74,0.74,0.0771960958296361,0.7506288364374056,0.7616834160861066,0.7514237246701198,0.7636006708805515,0.7529245791244105,0.7610140763411162,0.06245394384214186,0.10257670782110444
0.635,0.635,0.635,0.0484880083420229,0.765,0.765,0.765,0.4126468382904273,0.7539140541394628,0.7703112330097007,0.7547904453816527,0.7699216524217437,0.7504497777375535,0.7657893263462137,0.06363260672892462,0.18958869440571682
0.71,0.71,0.71,0.2579324462640736,0.75,0.75,0.75,0.4075829383886256,0.823817564318861,0.778799207590639,0.8246344815010229,0.782339728469227,0.8384052856484429,0.7847203460860719,0.41707956537600493,0.4736676123543495
0.74,0.74,0.74,0.3477170095333668,0.735,0.735,0.735,0.4326696638835368,0.7991340674003967,0.7811774678772717,0.8004390121185198,0.7733538373280814,0.8187689776466897,0.7798403631782445,0.4321967274765036,0.5419306970931885
0.815,0.815,0.815,0.5053475935828877,0.825,0.825,0.825,0.6082381911797627,0.8646925169762198,0.8362021966717949,0.8665057850312816,0.8063487408116299,0.8719518790351495,0.83663727631853,0.461560437221858,0.5919164173454774
0.785,0.785,0.785,0.5080091533180778,0.81,0.81,0.81,0.6040429300823174,0.7258796314225202,0.7496809409680577,0.7261775052818649,0.7469846071699855,0.7101794505876068,0.7578094577811416,0.505242618451664,0.5138967099772133
0.735,0.735,0.735,0.4467640918580376,0.87,0.87,0.87,0.7393483709273183,0.7622477672081098,0.756695725775152,0.7605846833382209,0.7503536490451338,0.7469365509782186,0.7651417759126787,0.493098598637417,0.4271882094248456
0.71,0.71,0.71,0.4503411675511751,0.885,0.885,0.885,0.7683786505538771,0.8008813606071177,0.7910296528700174,0.7997911637467795,0.7764334688103404,0.7826023841955928,0.7943304448821235,0.47839712846921134,0.49086929936577817
0.76,0.76,0.76,0.5283018867924527,0.86,0.86,0.86,0.6858168761220826,0.7949072353914262,0.7955217805008961,0.7926032888673983,0.779410433597395,0.7790757811242746,0.7992721763575862,0.42125469069202187,0.4741005096166489
0.79,0.79,0.79,0.5800000000000001,0.845,0.845,0.845,0.6482069904675443,0.7911051926876671,0.7744594359746552,0.7899681913170888,0.7610002142599781,0.7771992966497342,0.7729557862726095,0.4345988624823645,0.35974488491261253
0.825,0.825,0.825,0.6160596752961824,0.805,0.805,0.805,0.5517241379310345,0.8024364262204737,0.7327797374587004,0.8000911820343408,0.7231943278049977,0.7932102835419556,0.7359041011937073,0.41263946553315933,0.31075840774759933
0.815,0.815,0.815,0.592600748733759,0.75,0.75,0.75,0.3935718617343845,0.7939909493505946,0.724199561713331,0.7946381906671144,0.7323887669186229,0.7876367377563654,0.7255958046880421,0.44861914859641566,0.3343047356916312
0.765,0.765,0.765,0.4941885492897115,0.66,0.66,0.66,0.1981132075471698,0.8128593467987021,0.7433520768660504,0.8138607563289987,0.7348488446491459,0.8065947495227215,0.7402391975623571,0.4551817465380977,0.31730729680099684
0.805,0.805,0.805,0.5306859205776173,0.595,0.595,0.595,0.0186576205476132,0.7974123110948741,0.734116394951268,0.7978238024669462,0.7348488446491459,0.7780421543408973,0.7329615630434558,0.3979490718029494,0.34529953562271304
0.745,0.745,0.745,0.3853940708604482,0.49,0.49,0.49,0.027181688125894,0.7964519291035048,0.7401814171985888,0.7979080342919143,0.7348488446491459,0.7890890438007461,0.7367082319907062,0.3922520239156106,0.28233774758663865
0.73,0.73,0.73,0.2294520547945205,0.52,0.52,0.52,0.0305967888518631,0.6323294235962431,0.7000673449763859,0.631012767109825,0.7067501500915128,0.6286606897405226,0.6925527527332132,0.22507778047355514,0.23844877175551912
0.675,0.675,0.675,0.1211465657111953,0.57,0.57,0.57,0.0372775103548641,0.6251217325982047,0.6494101745698168,0.6240369040153004,0.6835503736452948,0.601393211163628,0.6485499258419508,0.16363330895183464,0.11580077439091405
0.63,0.63,0.63,0.0755777638975641,0.59,0.59,0.59,0.040374488004681,0.6294133769109151,0.655943414254576,0.6297746927145917,0.6835503736452948,0.6100999027336313,0.6540917050670902,0.1321445486970842,0.12138821505213815
0.595,0.595,0.595,0.0657439446366781,0.635,0.635,0.635,0.0484880083420229,0.6119439081764637,0.6802981736242595,0.6137537159194566,0.7019619206131922,0.5868993191119805,0.6788991370627975,0.1033794112000753,0.14571376482674664
0.605,0.605,0.605,0.0559273422562142,0.71,0.71,0.71,0.2579324462640736,0.596672878671448,0.661971277510093,0.5982562295917287,0.6904934373086598,0.567672630443129,0.6640239509635302,0.01708100832529458,0.14388388214772838
0.55,0.55,0.55,0.0449915110356538,0.74,0.74,0.74,0.3477170095333668,0.6039119083559296,0.6577457544122475,0.6053657629776285,0.6843292628704694,0.580031120477176,0.6596082792723035,0.13561677585767304,0.2585874313426226
0.505,0.505,0.505,0.046242774566474,0.815,0.815,0.815,0.5053475935828877,0.5996738122510006,0.678758840842285,0.6008184690990916,0.6916589619105052,0.571723451365982,0.6800291096637825,0.1644357018391083,0.27718724300238984
0.495,0.495,0.495,0.0444654683065277,0.785,0.785,0.785,0.5080091533180778,0.6106049570512593,0.725856208912041,0.6099130476291749,0.7115161103760992,0.5892178218382139,0.7161101186183896,0.1596247118712663,0.26257154558891077
0.45,0.45,0.45,0.037199124726477,0.735,0.735,0.735,0.4467640918580376,0.6206988901262989,0.7180724928212807,0.6207241255256646,0.719733247175559,0.5980571084558738,0.7122585459214523,0.1547661487557789,0.23977850889740043
0.485,0.485,0.485,0.0646567381038867,0.71,0.71,0.71,0.4503411675511751,0.6236873368958107,0.7088605764207976,0.6238530732680457,0.7188619774888694,0.6148242988054486,0.7061272399917492,0.1410922295829329,0.2336495683931383
0.515,0.515,0.515,0.0566037735849056,0.76,0.76,0.76,0.5283018867924527,0.6266596104499397,0.6827218967858503,0.6265218404344723,0.6986440730441925,0.61839423966238,0.6774665890878141,0.12832873077713747,0.1393591826129852
0.6,0.6,0.6,0.0787655458314141,0.79,0.79,0.79,0.5800000000000001,0.6927025582940401,0.6874545489209382,0.6921791214191676,0.6985970472979038,0.6745839223942675,0.6841100607028652,0.1552957259885849,0.14293670043665124
0.625,0.625,0.625,0.0869247626004381,0.825,0.825,0.825,0.6160596752961824,0.6283230736622321,0.6669074087180731,0.628901004472887,0.6772615819043903,0.6093483774488094,0.6586818152859876,0.04868149271098915,0.14185969166362863
0.62,0.62,0.62,0.0594059405940595,0.815,0.815,0.815,0.592600748733759,0.6319389237013353,0.6652744649961605,0.6318352183986703,0.6824112100335532,0.6037104244105042,0.6602152210616709,0.04746669887199762,0.06920903484369145
0.58,0.58,0.58,0.0728476821192052,0.765,0.765,0.765,0.4941885492897115,0.6351579426009034,0.6778023593747874,0.63635819347657,0.6776629634249787,0.6065449837758342,0.6706050582151445,0.1280896311303571,0.13854116800712335
0.655,0.655,0.655,0.0980392156862745,0.805,0.805,0.805,0.5306859205776173,0.6353061008519746,0.685218365478123,0.63635819347657,0.6840280962172417,0.609582676702897,0.6761976601342472,0.04792081689891492,0.14286174206634386
0.65,0.65,0.65,0.0352811466372657,0.745,0.745,0.745,0.3853940708604482,0.6307856855313092,0.6460193500558002,0.6309573695510827,0.6730789129383914,0.6075711564455891,0.6443619011440387,0.062255636442589905,0.14935640301895609
0.655,0.655,0.655,0.0360435875943002,0.73,0.73,0.73,0.2294520547945205,0.6243141258673848,0.6294952446669122,0.6230946770085583,0.6698784384980574,0.608040019663313,0.6302027341121663,0.056948325490846205,0.12429087205572803
0.64,0.64,0.64,0.0338164251207731,0.675,0.675,0.675,0.1211465657111953,0.6316682418438239,0.661417678797449,0.6298977361675765,0.6829207608781279,0.6219708554397938,0.6584320647730549,0.05209647972438331,0.1428346540757481
0.71,0.71,0.71,0.0460526315789473,0.63,0.63,0.63,0.0755777638975641,0.6330501014841637,0.6650495480519464,0.633604700528152,0.6838503691288789,0.6216932936833213,0.6605371819240526,0.06443352764696786,0.05958784635192321
0.715,0.715,0.715,0.0686274509803922,0.595,0.595,0.595,0.0657439446366781,0.6328249761228693,0.6868174869251996,0.6343626679827463,0.6924808943278614,0.6167329710369718,0.6789900018891599,0.024907027261456438,0.14538501787819827
0.75,0.75,0.75,0.0289376577976304,0.605,0.605,0.605,0.0559273422562142,0.6304542553628252,0.6832172760824488,0.631371666430574,0.6936464189297069,0.6165140603078181,0.6764919843841921,0.014112212014285194,0.05292297567898763
0.73,0.73,0.73,0.050632911392405,0.55,0.55,0.55,0.0449915110356538,0.618843795974375,0.6477869708024674,0.6196845612517892,0.6688443086654796,0.6045386206230331,0.6453001111165637,0.03448164049395187,0.12518786352662853
0.65,0.65,0.65,0.0352811466372657,0.505,0.505,0.505,0.046242774566474,0.6213865586453158,0.6195884235938118,0.6233519496884007,0.6499803942167491,0.608143044247371,0.6250526516340575,0.03518200257871817,0.06930648855287044
0.585,0.585,0.585,0.0269636576787809,0.495,0.495,0.495,0.0444654683065277,0.6107550789898823,0.6184664468039665,0.6118465442117612,0.6519086663118089,0.590660553278224,0.6221707935040494,0.027606870764919165,0.09380620712175436
0.485,0.485,0.485,0.0266490266490265,0.45,0.45,0.45,0.037199124726477,0.6110125394205778,0.6179403843996185,0.6098345488354933,0.6486630395375733,0.5903340016258604,0.6215435584892993,0.050479782623322166,0.17302945021184804
0.515,0.515,0.515,0.03,0.485,0.485,0.485,0.0646567381038867,0.6328988452570985,0.6380148315007772,0.6307446868280663,0.6591042326681142,0.6066029831737336,0.6398086291743493,0.05023661285492221,0.15861069326103724
0.54,0.54,0.54,0.0225244368890777,0.515,0.515,0.515,0.0566037735849056,0.6327680923937209,0.6321609557309914,0.6323855951331057,0.6612616718558322,0.611742752201229,0.6341389210623778,0.054592091273090816,0.15454055299136085
0.58,0.58,0.58,0.0264255910987483,0.6,0.6,0.6,0.0787655458314141,0.635639493396616,0.6369023209224143,0.635338663274053,0.6699578538517862,0.6282818514667605,0.6395025127561546,0.06391379679277587,0.15992750555090424
0.62,0.62,0.62,0.0159264534507314,0.625,0.625,0.625,0.0869247626004381,0.632489667304052,0.6356826244243816,0.6329773093960863,0.6667122270775506,0.6128350105972326,0.6345848813384602,0.051059295211880996,0.13992387731719721
0.615,0.615,0.615,0.0304709141274236,0.62,0.62,0.62,0.0594059405940595,0.6255298530980802,0.6582122108111138,0.6250952776936081,0.6823465981439343,0.5941939122642926,0.6558971482840756,0.05054472144509085,0.13086225560190845
0.695,0.695,0.695,0.0429871352368997,0.58,0.58,0.58,0.0728476821192052,0.6303114916384721,0.6829108778737005,0.6293358817741668,0.6887186813762474,0.6104065763470937,0.6749757711978815,0.06292013911788036,0.17807318666263486
0.775,0.775,0.775,0.0330898152127203,0.655,0.655,0.655,0.0980392156862745,0.6321779381284421,0.6491661068567611,0.6328572818891522,0.6774298615994832,0.6239812244652668,0.6516604839834572,0.021716808231242085,0.01400535481798304
0.645,0.645,0.645,0.0345390263802011,0.65,0.65,0.65,0.0352811466372657,0.6094281666291677,0.6355018985849552,0.6098163080895888,0.6562315881745994,0.5879390367381558,0.63124711328504,0.026651247958059465,0.09264522512696131
0.62,0.62,0.62,0.0311065782763895,0.655,0.655,0.655,0.0360435875943002,0.5992147802549167,0.621156432833378,0.6005391513624899,0.6486630395375733,0.5867610335724106,0.6238512394743305,0.025673904979096218,0.12223689801330719
0.575,0.575,0.575,0.025899610359844,0.64,0.64,0.64,0.0338164251207731,0.6197971623659194,0.6323425908204164,0.6223209559027243,0.6666361436404749,0.6137816451665493,0.6343437258335776,0.034463812584705815,0.11606903737945559
0.645,0.645,0.645,0.0177089097952407,0.71,0.71,0.71,0.0460526315789473,0.6183724320754074,0.6459667409302423,0.6205194755831995,0.6752361119434835,0.6021535799534897,0.646303159328435,0.01237443520546195,0.12126963638878142
0.59,0.59,0.59,0.0140675724419861,0.715,0.715,0.715,0.0686274509803922,0.6142787782892155,0.6431277980842957,0.6130001366925579,0.6653925585768885,0.5848491994163684,0.6447637082319818,0.005206730055745247,0.10843448487624598
0.525,0.525,0.525,0.0755157648890618,0.75,0.75,0.75,0.0289376577976304,0.5907505210523217,0.602305115591905,0.5921280874802776,0.6414521486771066,0.5699467085507047,0.6073641937508283,0.10973530594480821,0.13719184140602084
0.565,0.565,0.565,0.0880503144654089,0.73,0.73,0.73,0.050632911392405,0.5903948368210737,0.598950490125898,0.5917383627635974,0.6414521486771066,0.5748233912977155,0.6053683348801041,0.030884917009159848,0.09380261680832164
0.675,0.675,0.675,0.1211465657111953,0.65,0.65,0.65,0.0352811466372657,0.5989728472023875,0.6043733738307759,0.6010052098714821,0.6424938880737114,0.588452117806974,0.6113163855562401,0.13700531392006587,0.03865366661087941
0.59,0.59,0.59,0.0865545282388327,0.585,0.585,0.585,0.0269636576787809,0.5985386479563645,0.5987612661513899,0.6006154851548019,0.6424938880737114,0.5797061765738006,0.606560271213621,0.12797943583942542,0.01808209374182001
